date,adjusted_close,return
2014-01-01,771.4000244141,0.0
2014-01-02,802.3900146484,0.040173696206242226
2014-01-03,818.7199707031,0.020351644158801863
2014-01-04,859.5100097656,0.049821722349670194
2014-01-05,933.5300292969,0.08611885689555421
2014-01-06,953.2899780273,0.02116691280438232
2014-01-07,802.0,-0.1587029985780123
2014-01-08,842.7199707031,0.050773030801870345
2014-01-09,846.8599853516,0.004912681308651079
2014-01-10,868.4799804688,0.0255295981521948
2014-01-11,913.950012207,0.05235587781039652
2014-01-12,863.2199707031,-0.0555063633966123
2014-01-13,841.200012207,-0.025509092981438553
2014-01-14,833.2700195313,-0.009427000190947
2014-01-15,860.9000244141,0.03315852513011497
2014-01-16,835.6300048828,-0.029353024526277527
2014-01-17,814.6400146484,-0.025118760829254683
2014-01-18,840.0,0.03113029669006062
2014-01-19,870.9600219727,0.03685716901511915
2014-01-20,870.200012207,-0.0008726115395958356
2014-01-21,863.9099731445,-0.007228268184629405
2014-01-22,845.5900268555,-0.021205851140157828
2014-01-23,822.0399780273,-0.027850433520101636
2014-01-24,797.0700073242,-0.030375615992572436
2014-01-25,853.6099853516,0.07093477048171382
2014-01-26,885.2800292969,0.037101304446731875
2014-01-27,771.3900146484,-0.128648575455783
2014-01-28,812.5100097656,0.053306361680015346
2014-01-29,826.0,0.016602860361426997
2014-01-30,819.0300292969,-0.008438221190193662
2014-01-31,829.9199829102,0.013296159144065234
2014-02-01,832.5800170898,0.0032051694553398846
2014-02-02,825.3699951172,-0.008659854698172875
2014-02-03,823.8300170898,-0.0018658032597627106
2014-02-04,827.9600219727,0.005013176015957077
2014-02-05,811.9099731445,-0.019385052903833633
2014-02-06,781.549987793,-0.03739329033478522
2014-02-07,712.4000244141,-0.08847797896353493
2014-02-08,673.9199829102,-0.0540146549483167
2014-02-09,682.9000244141,0.013325085665395031
2014-02-10,681.0300292969,-0.0027383146146530146
2014-02-11,672.1699829102,-0.013009773439575323
2014-02-12,651.7199707031,-0.03042387004334901
2014-02-13,605.2399902344,-0.07131894457454735
2014-02-14,661.9899902344,0.09376445858777704
2014-02-15,650.9199829102,-0.016722318294088212
2014-02-16,616.6300048828,-0.05267925233158899
2014-02-17,626.2700195313,0.015633385615628992
2014-02-18,626.5999755859,0.0005268590932181461
2014-02-19,623.0300292969,-0.005697329122398842
2014-02-20,556.1400146484,-0.1073624247678504
2014-02-21,574.1599731445,0.03240183770537075
2014-02-22,605.4199829102,0.05444477363076783
2014-02-23,605.8200073242,0.0006607387025401312
2014-02-24,546.3200073242,-0.09821398976702833
2014-02-25,538.7100219727,-0.013929538090271754
2014-02-26,582.6900024414,0.08163943248660921
2014-02-27,578.7700195313,-0.006727390025014546
2014-02-28,549.2600097656,-0.050987454031564794
2014-03-01,565.6099853516,0.02976727832957926
2014-03-02,559.7899780273,-0.01028978885633025
2014-03-03,667.7600097656,0.19287596415853403
2014-03-04,666.7800292969,-0.0014675638767945864
2014-03-05,665.5100097656,-0.0019047054133267682
2014-03-06,663.8599853516,-0.002479338236522022
2014-03-07,629.1500244141,-0.052285062668924964
2014-03-08,617.450012207,-0.01859653779397963
2014-03-09,636.9600219727,0.03159771541013323
2014-03-10,627.7899780273,-0.014396576910745362
2014-03-11,634.1099853516,0.010067072660445042
2014-03-12,632.0999755859,-0.003169812512234027
2014-03-13,638.1400146484,0.009555512254056708
2014-03-14,628.799987793,-0.014636328456140046
2014-03-15,636.1199951172,0.011641233247939864
2014-03-16,631.1099853516,-0.007875887889166155
2014-03-17,622.3729858398,-0.013843861948931946
2014-03-18,614.8319702148,-0.012116553572492417
2014-03-19,609.8880004883,-0.008041172167369104
2014-03-20,588.7700195313,-0.0346259984457673
2014-03-21,571.4899902344,-0.02934937025267703
2014-03-22,565.0399780273,-0.011286308277166035
2014-03-23,561.2719726563,-0.006668564203465843
2014-03-24,583.4119873047,0.039446143272786616
2014-03-25,583.9169921875,0.0008656059419229756
2014-03-26,580.8270263672,-0.005291789520843082
2014-03-27,471.2390136719,-0.18867581520908472
2014-03-28,495.6659851074,0.051835630596806404
2014-03-29,491.1719970703,-0.009066565332552012
2014-03-30,460.2730102539,-0.06290868982902853
2014-03-31,457.0010070801,-0.007108831282536143
2014-04-01,478.375,0.046770122141445825
2014-04-02,437.1400146484,-0.0861980357493598
2014-04-03,444.7179870605,0.017335343730074948
2014-04-04,447.5260009766,0.0063141451387214165
2014-04-05,461.9070129395,0.03213447248096757
2014-04-06,460.4989929199,-0.0030482759086934985
2014-04-07,449.4230041504,-0.024052145476519127
2014-04-08,453.0859985352,0.008150438119483017
2014-04-09,442.7250061035,-0.022867606735137436
2014-04-10,365.175994873,-0.17516293446584907
2014-04-11,420.9469909668,0.15272360964798892
2014-04-12,421.1159973145,0.00040149080840756746
2014-04-13,414.0629882813,-0.016748375930094705
2014-04-14,458.7869873047,0.10801254951339923
2014-04-15,515.5859985352,0.12380257679971507
2014-04-16,527.3950195313,0.022904076196114564
2014-04-17,495.9630126953,-0.0595986038395544
2014-04-18,479.6449890137,-0.03290169481171601
2014-04-19,501.5650024414,0.04570049501147588
2014-04-20,498.1679992676,-0.006772807427282368
2014-04-21,495.7730102539,-0.00480759305539713
2014-04-22,487.9240112305,-0.015831840098314953
2014-04-23,491.3030090332,0.006925254189025232
2014-04-24,500.4649963379,0.01864834356038081
2014-04-25,461.449005127,-0.0779594806757623
2014-04-26,458.6010131836,-0.006171845451516833
2014-04-27,436.3900146484,-0.048432074715691664
2014-04-28,440.2850036621,0.00892547694254242
2014-04-29,447.2090148926,0.01572620273892844
2014-04-30,447.6449890137,0.0009748777564440037
2014-05-01,457.7600097656,0.02259607724904167
2014-05-02,449.3770141602,-0.01831307983782282
2014-05-03,437.7619934082,-0.025846940065918367
2014-05-04,436.4030151367,-0.003104377017565385
2014-05-05,433.4819946289,-0.006693401297617085
2014-05-06,428.9620056152,-0.010427166686749034
2014-05-07,438.8210144043,0.022983407994283
2014-05-08,440.1690063477,0.00307184911194347
2014-05-09,449.4609985352,0.021110055577516107
2014-05-10,454.433013916,0.01106217312960145
2014-05-11,438.8859863281,-0.03421192367589254
2014-05-12,441.4620056152,0.005869449851092279
2014-05-13,440.6709899902,-0.00179180906836518
2014-05-14,443.9719848633,0.007490837718120424
2014-05-15,447.2520141602,0.007387919528097919
2014-05-16,448.058013916,0.0018021154299625586
2014-05-17,448.9030151367,0.0018859192212963283
2014-05-18,446.2640075684,-0.005878792254260801
2014-05-19,446.1809997559,-0.00018600606612284576
2014-05-20,485.7239990234,0.08862546654638681
2014-05-21,491.7699890137,0.012447377528094439
2014-05-22,524.5789794922,0.06671612992143361
2014-05-23,520.2219848633,-0.008305698091672697
2014-05-24,525.1380004883,0.009449842121324048
2014-05-25,571.5880126953,0.08845296315217799
2014-05-26,583.4240112305,0.02070721966226663
2014-05-27,571.2440185547,-0.020876742200087284
2014-05-28,577.0620117188,0.010184777389564692
2014-05-29,568.1799926758,-0.015391793018127431
2014-05-30,615.325012207,0.08297550096611839
2014-05-31,623.6770019531,0.013573297981409382
2014-06-01,630.2290039063,0.010505441009820649
2014-06-02,660.617980957,0.04821894400661075
2014-06-03,667.6049804688,0.010576459789481296
2014-06-04,641.6140136719,-0.03893165503146612
2014-06-05,659.2579956055,0.02749937120703616
2014-06-06,653.7020263672,-0.008427609942291414
2014-06-07,654.9689941406,0.0019381426434317284
2014-06-08,656.1400146484,0.0017879022034263947
2014-06-09,649.158996582,-0.010639524965019631
2014-06-10,653.1500244141,0.00614799741375216
2014-06-11,633.0200195313,-0.030819879247279136
2014-06-12,586.9520263672,-0.07277493877398955
2014-06-13,600.1630249023,0.022507799516199523
2014-06-14,577.3579711914,-0.037998098457685536
2014-06-15,592.9370117188,0.026983329762040098
2014-06-16,592.1879882813,-0.0012632428448491329
2014-06-17,610.8640136719,0.03153732557933697
2014-06-18,607.9580078125,-0.004757205850009161
2014-06-19,598.0709838867,-0.016262675709091456
2014-06-20,594.1459960938,-0.006562745725252506
2014-06-21,594.9920043945,0.001423906424114607
2014-06-22,602.2730102539,0.012237149080363885
2014-06-23,593.9840087891,-0.013762863890091293
2014-06-24,582.3569946289,-0.019574624885782543
2014-06-25,566.3359985352,-0.02751060988613896
2014-06-26,581.1370239258,0.026134707009411562
2014-06-27,597.2609863281,0.0277455431997371
2014-06-28,596.5490112305,-0.0011920669755731694
2014-06-29,602.7150268555,0.010336142561499395
2014-06-30,639.7969970703,0.061524880851677066
2014-07-01,640.8060302734,0.0015771146281093884
2014-07-02,650.8790283203,0.01571926225881848
2014-07-03,645.1560058594,-0.008792759041060472
2014-07-04,630.6920166016,-0.022419366984784972
2014-07-05,631.4569702148,0.0012128798098980376
2014-07-06,635.8070068359,0.0068888884378301984
2014-07-07,624.0859985352,-0.01843485236035647
2014-07-08,624.8179931641,0.001172906667699758
2014-07-09,624.508972168,-0.000494577620172465
2014-07-10,616.7620239258,-0.012404863000296529
2014-07-11,632.0029907227,0.024711260106270005
2014-07-12,633.7130126953,0.0027057181654228657
2014-07-13,626.4970092773,-0.011386863254249757
2014-07-14,619.3150024414,-0.011463752786601278
2014-07-15,621.5859985352,0.0036669482974698298
2014-07-16,616.799987793,-0.007699675915285198
2014-07-17,623.0889892578,0.0101961763768883
2014-07-18,628.7789916992,0.009131925839642507
2014-07-19,628.5150146484,-0.0004198248578354269
2014-07-20,623.9000244141,-0.007342688920298324
2014-07-21,622.2109985352,-0.002707205983019767
2014-07-22,621.5510253906,-0.0010606902580535538
2014-07-23,619.4149780273,-0.003436640398039148
2014-07-24,601.7329711914,-0.028546301692951137
2014-07-25,601.0889892578,-0.0010702121446410917
2014-07-26,595.8129882813,-0.008777404129486022
2014-07-27,593.8519897461,-0.0032912987359620116
2014-07-28,585.6909790039,-0.013742499617942272
2014-07-29,584.7249755859,-0.0016493397587289405
2014-07-30,567.2930297852,-0.02981221348247176
2014-07-31,586.2349853516,0.03339007280518169
2014-08-01,594.916015625,0.014808106800711318
2014-08-02,589.3330078125,-0.009384531036090271
2014-08-03,586.666015625,-0.0045254417318306706
2014-08-04,588.7819824219,0.003606765588161309
2014-08-05,585.4359741211,-0.00568293256365715
2014-08-06,584.6530151367,-0.0013373947263412012
2014-08-07,588.8690185547,0.0072111206285565554
2014-08-08,592.5770263672,0.006296829508199986
2014-08-09,589.3720092773,-0.005408608412560967
2014-08-10,591.0609741211,0.0028657025057416963
2014-08-11,576.367980957,-0.024858675851418433
2014-08-12,569.6420288086,-0.011669545100739698
2014-08-13,546.6580200195,-0.040348161874872224
2014-08-14,505.9739990234,-0.074423166781032
2014-08-15,497.0100097656,-0.017716304148240325
2014-08-16,519.7080078125,0.04566909639828953
2014-08-17,491.7950134277,-0.05370899421444064
2014-08-18,461.4599914551,-0.0616822479780178
2014-08-19,485.2449951172,0.05154293785491526
2014-08-20,511.9800109863,0.05509591265880598
2014-08-21,517.2369995117,0.010267956585400029
2014-08-22,514.0430297852,-0.0061750604259077635
2014-08-23,498.075012207,-0.03106358155439337
2014-08-24,508.2860107422,0.020500925131647252
2014-08-25,502.4960021973,-0.011391241195966462
2014-08-26,511.5700073242,0.018057865310811216
2014-08-27,511.1530151367,-0.0008151224300289028
2014-08-28,507.8150024414,-0.00653035900493959
2014-08-29,508.516998291,0.001382385014670806
2014-08-30,504.2489929199,-0.00839304366509619
2014-08-31,477.7630004883,-0.052525622863876076
2014-09-01,474.8789978027,-0.006036471394085363
2014-09-02,477.425994873,0.005363465392415945
2014-09-03,477.5859985352,0.0003351381447980195
2014-09-04,489.6600036621,0.0252813214037515
2014-09-05,483.342010498,-0.012902816478472023
2014-09-06,484.8299865723,0.0030785159203665646
2014-09-07,482.2780151367,-0.005263641908047401
2014-09-08,474.6000061035,-0.015920296576288462
2014-09-09,475.2600097656,0.001390652451774388
2014-09-10,479.3590087891,0.008624750535021208
2014-09-11,479.7489929199,0.0008135533569821884
2014-09-12,477.7529907227,-0.004160513574091529
2014-09-13,479.0020141602,0.002614370734991267
2014-09-14,477.891998291,-0.0023173511517402545
2014-09-15,475.3710021973,-0.005275242319844997
2014-09-16,466.0570068359,-0.019593107947998734
2014-09-17,457.3340148926,-0.018716577189818673
2014-09-18,424.4400024414,-0.07192557601236993
2014-09-19,394.7959899902,-0.06984264508690552
2014-09-20,408.9039916992,0.03573491642949622
2014-09-21,398.8210144043,-0.02465854454734029
2014-09-22,402.1520080566,0.008352101649596655
2014-09-23,435.7909851074,0.08364741783426721
2014-09-24,423.2049865723,-0.028880814347268302
2014-09-25,411.574005127,-0.027483091679764482
2014-09-26,404.424987793,-0.017369943788830944
2014-09-27,399.5199890137,-0.012128327693269436
2014-09-28,377.1809997559,-0.05591457216683582
2014-09-29,375.467010498,-0.0045442089050330425
2014-09-30,386.9440002441,0.030567238732578605
2014-10-01,383.6149902344,-0.008603337970352065
2014-10-02,375.0719909668,-0.02226972220866552
2014-10-03,359.5119934082,-0.04148536263262936
2014-10-04,328.8659973145,-0.0852433205445351
2014-10-05,320.5100097656,-0.025408487399532054
2014-10-06,330.0790100098,0.029855542581020078
2014-10-07,336.1870117188,0.018504665621781546
2014-10-08,352.9400024414,0.04983235561941579
2014-10-09,365.0260009766,0.03424377642544707
2014-10-10,361.5620117188,-0.009489705523804792
2014-10-11,362.2990112305,0.0020383765102878204
2014-10-12,378.5490112305,0.0448524547301663
2014-10-13,390.4140014648,0.03134333965298697
2014-10-14,400.8699951172,0.026781810112265436
2014-10-15,394.7730102539,-0.015209381938195321
2014-10-16,382.5559997559,-0.030946924386098584
2014-10-17,383.7579956055,0.0031420128043135875
2014-10-18,391.441986084,0.020023010768482008
2014-10-19,389.5459899902,-0.004843619645321207
2014-10-20,382.8450012207,-0.017202047875447435
2014-10-21,386.4750061035,0.009481656731120225
2014-10-22,383.157989502,-0.008582745453432183
2014-10-23,358.4169921875,-0.06457126822973602
2014-10-24,358.3450012207,-0.00020085812996928354
2014-10-25,347.2709960938,-0.030903194098358955
2014-10-26,354.7040100098,0.021404073474631025
2014-10-27,352.9890136719,-0.004835006905765216
2014-10-28,357.6180114746,0.013113716357763483
2014-10-29,335.591003418,-0.06159367635252466
2014-10-30,345.3049926758,0.02894591678222258
2014-10-31,338.3210144043,-0.02022553516351011
2014-11-01,325.7489929199,-0.03716003721062444
2014-11-02,325.891998291,0.0004390047988118706
2014-11-03,327.5539855957,0.005099810100940072
2014-11-04,330.4920043945,0.00896957120963382
2014-11-05,339.4859924316,0.027213935337340622
2014-11-06,349.2900085449,0.02887900040610747
2014-11-07,342.4150085449,-0.019682784596789404
2014-11-08,345.4880065918,0.008974484091567092
2014-11-09,363.2640075684,0.05145186124392054
2014-11-10,366.9240112305,0.010075326995919953
2014-11-11,367.6950073242,0.0021012418650783182
2014-11-12,423.5610046387,0.15193569725368206
2014-11-13,420.7349853516,-0.006672047842342321
2014-11-14,397.8179931641,-0.054468948353198376
2014-11-15,376.1329956055,-0.05450984603819797
2014-11-16,387.8819885254,0.03123627295974507
2014-11-17,387.407989502,-0.0012220186485121243
2014-11-18,375.1979980469,-0.031517139000658
2014-11-19,380.5549926758,0.014277780416702468
2014-11-20,357.8399963379,-0.059689129758051074
2014-11-21,350.8479919434,-0.019539471456671897
2014-11-22,352.9200134277,0.005905752724485458
2014-11-23,367.5729980469,0.04151927933155286
2014-11-24,376.9010009766,0.025377280102903077
2014-11-25,375.3479919434,-0.004120469378367075
2014-11-26,368.3699951172,-0.018590739729472783
2014-11-27,369.6700134277,0.0035291102091155047
2014-11-28,376.4469909668,0.018332505458751314
2014-11-29,375.4909973145,-0.002539517316487938
2014-11-30,378.0469970703,0.006807086652091288
2014-12-01,379.2449951172,0.0031689130086576256
2014-12-02,381.3150024414,0.005458232411373887
2014-12-03,375.0100097656,-0.016534866541918825
2014-12-04,369.6040039063,-0.01441563083257158
2014-12-05,376.8540039063,0.019615588368566472
2014-12-06,374.7850036621,-0.005490190425877617
2014-12-07,375.0950012207,0.0008271343718957436
