date,target_std
2014-01-01,0.024091513304174708
2014-01-02,0.08470793630635783
2014-01-03,0.08674970474218305
2014-01-04,0.08443876902577956
2014-01-05,0.07517189565356366
2014-01-06,0.07881021963598311
2014-01-07,0.03964105554780294
2014-01-08,0.037810229722940396
2014-01-09,0.037899607664387124
2014-01-10,0.03913133558273
2014-01-11,0.029258960831565612
2014-01-12,0.02323283964152301
2014-01-13,0.027018413210972834
2014-01-14,0.02994625175753667
2014-01-15,0.027527769569544468
2014-01-16,0.02353613139030998
2014-01-17,0.0224989060386586
2014-01-18,0.02260255307302206
2014-01-19,0.011563949156794949
2014-01-20,0.03790130528179024
2014-01-21,0.040969797447653826
2014-01-22,0.06843087858773747
2014-01-23,0.07310523348175443
2014-01-24,0.07154005065566922
2014-01-25,0.06470621778117869
2014-01-26,0.062185254157200553
2014-01-27,0.020782448709551895
2014-01-28,0.010560998631883067
2014-01-29,0.008191776489052746
2014-01-30,0.007300907450642534
2014-01-31,0.008894356447092638
2014-02-01,0.014843283307776579
2014-02-02,0.03344252877000169
2014-02-03,0.0316160953384416
2014-02-04,0.034006932072028005
2014-02-05,0.03632302160632704
2014-02-06,0.037148722351216815
2014-02-07,0.023188446734068596
2014-02-08,0.028969676273559078
2014-02-09,0.05453061738143307
2014-02-10,0.054714261354549536
2014-02-11,0.057725187506657116
2014-02-12,0.0582770725190658
2014-02-13,0.04850313127957944
2014-02-14,0.022965741569639587
2014-02-15,0.044953693028572175
2014-02-16,0.04903410914657571
2014-02-17,0.05557262423612807
2014-02-18,0.05557537904624005
2014-02-19,0.06693155650037204
2014-02-20,0.05240835926431563
2014-02-21,0.062207139079251614
2014-02-22,0.05706702586177846
2014-02-23,0.05931859530457041
2014-02-24,0.044886277449177024
2014-02-25,0.0445537826059679
2014-02-26,0.0849181564741507
2014-02-27,0.08447660081577194
2014-02-28,0.07676491741494663
2014-03-01,0.07883137012631991
2014-03-02,0.08522424376359687
2014-03-03,0.019564716808980327
2014-03-04,0.027226355013932
2014-03-05,0.02705771065146687
2014-03-06,0.028306029212001857
2014-03-07,0.018203559171505786
2014-03-08,0.015374403271947052
2014-03-09,0.010886074279485224
2014-03-10,0.010160906306701481
2014-03-11,0.010090609542499457
2014-03-12,0.011390955062759158
2014-03-13,0.009786961035424415
2014-03-14,0.009141396889853888
2014-03-15,0.009935360132683856
2014-03-16,0.010426623038885599
2014-03-17,0.010753835543722057
2014-03-18,0.011643755507325498
2014-03-19,0.02618096373234928
2014-03-20,0.0227165337889127
2014-03-21,0.01843017955322581
2014-03-22,0.08010867569845188
2014-03-23,0.08694455098828316
2014-03-24,0.08231215290674762
2014-03-25,0.08146756853643995
2014-03-26,0.08130323366640724
2014-03-27,0.0421625406697754
2014-03-28,0.04668783183238451
2014-03-29,0.04945552507092964
2014-03-30,0.04450550178980072
2014-03-31,0.04676975203126414
2014-04-01,0.041445034607622756
2014-04-02,0.01895392037422496
2014-04-03,0.018169649042883002
2014-04-04,0.02093335394064125
2014-04-05,0.06699716229585947
2014-04-06,0.10433131633456072
2014-04-07,0.10423616146540118
2014-04-08,0.10397106584184408
2014-04-09,0.11401357592847376
2014-04-10,0.06853599244893037
2014-04-11,0.05733198502207107
2014-04-12,0.07069307927646036
2014-04-13,0.07333472046495194
2014-04-14,0.06415364270935553
2014-04-15,0.037697231107919726
2014-04-16,0.03495821668837922
2014-04-17,0.026260149543191905
2014-04-18,0.02158231321627648
2014-04-19,0.011955540757056045
2014-04-20,0.03370644224634009
2014-04-21,0.03363146665824877
2014-04-22,0.03624305294730828
2014-04-23,0.036563097858305964
2014-04-24,0.035942809693201704
2014-04-25,0.022555478293631796
2014-04-26,0.025235561310038682
2014-04-27,0.014106475703124472
2014-04-28,0.018748601358565736
2014-04-29,0.016806710661553155
2014-04-30,0.016563472945743497
2014-05-01,0.008215997145180712
2014-05-02,0.015829405432920714
2014-05-03,0.01178167538903443
2014-05-04,0.01382966258242105
2014-05-05,0.012307974034955536
2014-05-06,0.020788389535906088
2014-05-07,0.018829881111799417
2014-05-08,0.01884299455555846
2014-05-09,0.0164910636074659
2014-05-10,0.01595158007858149
2014-05-11,0.0036171665646747325
2014-05-12,0.003589676474533721
2014-05-13,0.00489615047531292
2014-05-14,0.0042651641539950425
2014-05-15,0.0357997337390105
2014-05-16,0.035127977243489865
2014-05-17,0.038115890430697325
2014-05-18,0.03861177981667296
2014-05-19,0.03717810372605152
2014-05-20,0.0371272434101384
2014-05-21,0.036317470568441666
2014-05-22,0.038071983292932085
2014-05-23,0.03620033609729197
2014-05-24,0.03911228069682104
2014-05-25,0.0371103172955379
2014-05-26,0.03702047844739496
2014-05-27,0.03300181216713265
2014-05-28,0.034141311094680216
2014-05-29,0.02868881198531519
2014-05-30,0.027788530328711144
2014-05-31,0.0288077332112748
2014-06-01,0.029922055625082253
2014-06-02,0.022125736269059847
2014-06-03,0.02143738120485972
2014-06-04,0.013548636453241216
2014-06-05,0.006512639614370298
2014-06-06,0.01347804358035032
2014-06-07,0.028776305585691195
2014-06-08,0.03298156322581963
2014-06-09,0.03371454426098785
2014-06-10,0.038021218917257314
2014-06-11,0.037931424779133555
2014-06-12,0.025790916783808186
2014-06-13,0.025094712740911584
2014-06-14,0.018701725435153763
2014-06-15,0.016278360856467708
2014-06-16,0.01625435201187438
2014-06-17,0.0094147602744626
2014-06-18,0.01042693079296903
2014-06-19,0.011222552450905726
2014-06-20,0.014393525884320907
2014-06-21,0.020303450200560572
2014-06-22,0.023548010165138963
2014-06-23,0.02275073665191587
