date,adjusted_close,return,target_logvar,target_std,target_ewma,target_garch
2014-01-01,771.4000244141,0.0,-7.228633956323626,0.026935130714487606,,
2014-01-02,802.3900146484,0.0401736962062422,-4.713947299173581,0.09470635190736927,0.028407093012762136,
2014-01-03,818.7199707031,0.0203516441588018,-4.6663119130542245,0.09698911841577859,0.019728524087452484,
2014-01-04,859.5100097656,0.0498217223496701,-4.7203125950556295,0.09440541373902339,0.02413638392017985,
2014-01-05,933.5300292969,0.0861188568955542,-4.952810724743892,0.08404473433944468,0.037096432359370865,
2014-01-06,953.2899780273,0.0211669128043823,-4.858280360090707,0.08811250421387348,0.03289921068888519,
2014-01-07,802.0,-0.1587029985780123,-6.2326312407894395,0.04432004745236627,0.10756913837342627,
2014-01-08,842.7199707031,0.0507730308018703,-6.3272020235405195,0.042273121952688876,0.09687579359287632,
2014-01-09,846.8599853516,0.004912681308651,-6.322479916766458,0.04237304952907082,0.07909239548273281,
2014-01-10,868.4799804688,0.0255295981521948,-6.258514647057417,0.04375016320667031,0.06586156035086649,
2014-01-11,913.950012207,0.0523558778103965,-6.83998590189236,0.03271251268519224,0.05842116700759919,
2014-01-12,863.2199707031,-0.0555063633966123,-7.301218626323083,0.02597510437439865,0.0633009232650169,
2014-01-13,841.200012207,-0.0255090929814385,-6.999318839036323,0.030207504291956812,0.053042927587553065,
2014-01-14,833.2700195313,-0.009427000190947,-6.793549752402818,0.03348092730058727,0.04331178161975233,
2014-01-15,860.9000244141,0.0331585251301149,-6.9619658541378655,0.030776982013225776,0.04207193710508926,
2014-01-16,835.6300048828,-0.0293530245262775,-7.2752790722670575,0.026314194858049877,0.03866735315876476,
2014-01-17,814.6400146484,-0.0251187608292546,-7.365417827720456,0.02515454166091057,0.03299989499676707,
2014-01-18,840.0,0.0311302966900606,-7.35622561191584,0.02527042256816205,0.035584668456836825,
2014-01-19,870.9600219727,0.0368571690151191,-8.696522329208209,0.01292888820147244,0.03445219576347979,
2014-01-20,870.200012207,-0.0008726115395958,-6.3223903343124785,0.0423749475230274,0.02912374303678945,
2014-01-21,863.9099731445,-0.0072282681846294,-6.166691945314306,0.04580562605867567,0.025212179152350016,
2014-01-22,845.5900268555,-0.0212058511401578,-5.14071697006508,0.0765080481411079,0.0243213797076269,
2014-01-23,822.0399780273,-0.0278504335201016,-5.00856559444889,0.08173413578809827,0.023273491891190597,
2014-01-24,797.0700073242,-0.0303756159925724,-5.051850559723449,0.0799842081899274,0.021210365862108,
2014-01-25,853.6099853516,0.0709347704817138,-5.252650498712392,0.07234375076281058,0.050195972124884095,
2014-01-26,885.2800292969,0.0371013044467318,-5.332129137444919,0.06952522774680091,0.04317526955806458,
2014-01-27,771.3900146484,-0.128648575455783,-7.52413084753829,0.023235484026730407,0.0858755020506602,
2014-01-28,812.5100097656,0.0533063616800153,-8.877959600220228,0.011807555425586407,0.08261726279465427,
2014-01-29,826.0,0.0166028603614269,-9.385986230213348,0.00915868454300325,0.06816273830358494,
2014-01-30,819.0300292969,-0.0084382211901936,-9.616219635781587,0.0081626626785357,0.056053419122301384,
2014-01-31,829.9199829102,0.0132961591440652,-9.221431949128021,0.009944192815906324,0.0463004743223386,
2014-02-01,832.5800170898,0.0032051694553398,-8.19723577614795,0.01659529524273818,0.037809733951964894,
2014-02-02,825.3699951172,-0.0086598546981728,-6.57270304067757,0.0373898838346081,0.03158712302362979,
2014-02-03,823.8300170898,-0.0018658032597627,-6.685026329153819,0.035347869179934814,0.025805657714286983,
2014-02-04,827.9600219727,0.005013176015957,-6.539231312467916,0.0380209059096362,0.021288606480869228,
2014-02-05,811.9099731445,-0.0193850529038336,-6.407457454572282,0.04061037272997043,0.020480615987276213,
2014-02-06,781.549987793,-0.0373932903347852,-6.362502451781909,0.041533534227293306,0.023641732740005812,
2014-02-07,712.4000244141,-0.0884779789635349,-7.305043790616748,0.025925471595005186,0.04268015396134265,
2014-02-08,673.9199829102,-0.0540146549483167,-6.859858199929271,0.032389082716920446,0.035586890606513294,
2014-02-09,682.9000244141,0.013325085665395,-5.594839654818669,0.06096708365995796,0.04225746237493867,
2014-02-10,681.0300292969,-0.002738314614653,-5.5881155445146575,0.061172403863731246,0.03652660133708886,
2014-02-11,672.1699829102,-0.0130097734395753,-5.480977398814735,0.06453872163940345,0.029935144201261067,
2014-02-12,651.7199707031,-0.030423870043349,-5.461947153586571,0.06515574784115802,0.025554667476152967,
2014-02-13,605.2399902344,-0.0713189445745473,-5.82910688944606,0.05422814933136799,0.03374897517024981,
2014-02-14,661.9899902344,0.093764458587777,-7.324344621632793,0.02567647965170342,0.07459855144218831,
2014-02-15,650.9199829102,-0.0167223182940882,-5.981097215633888,0.05025975672577289,0.062083505337929175,
2014-02-16,616.6300048828,-0.0526792523315889,-5.8073313573964,0.05482180063394374,0.05741538389854262,
2014-02-17,626.2700195313,0.0156333856156289,-5.556982995947627,0.062132082740017344,0.05022685682512347,
2014-02-18,626.5999755859,0.0005268590932181,-5.556883855957866,0.06213516271135509,0.04121030506468192,
2014-02-19,623.0300292969,-0.0056973291223988,-5.185024115895063,0.0748317550873499,0.03365299160296404,
2014-02-20,556.1400146484,-0.1073624247678504,-5.674231880903111,0.05859432695212031,0.06055840288624697,
2014-02-21,574.1599731445,0.0324018377053707,-5.331425400618307,0.06954969583349514,0.06216947357470167,
2014-02-22,605.4199829102,0.0544447736307678,-5.503911611484406,0.06380287455033758,0.06266257225243349,
2014-02-23,605.8200073242,0.0006607387025401,-5.426519059031071,0.06632020571540964,0.05130862494900053,
2014-02-24,546.3200073242,-0.0982139897670283,-5.984098789405935,0.05018438381663785,0.06888361499555828,
2014-02-25,538.7100219727,-0.0139295380902717,-5.998968861926524,0.04981264328084598,0.05680491327100153,
2014-02-26,582.6900024414,0.0816394324866092,-4.708990041992792,0.09494138520008243,0.07246818431587088,
2014-02-27,578.7700195313,-0.0067273900250145,-4.719416720435554,0.09444771096609011,0.05992026956588202,
2014-02-28,549.2600097656,-0.0509874540315647,-4.910870186486595,0.08582578681348906,0.057196885587786746,
2014-03-01,565.6099853516,0.0297672783295792,-4.857743687927973,0.08813615118094874,0.05197346709251535,
